 time            time            v(net3)        
 1.77984000e-08  1.77984000e-08  2.48724645e-04 
 1.78384000e-08  1.78384000e-08  2.45899622e-04 
 1.78784000e-08  1.78784000e-08  2.43311746e-04 
 1.79184000e-08  1.79184000e-08  2.40936740e-04 
 1.79584000e-08  1.79584000e-08  2.38753470e-04 
 1.79984000e-08  1.79984000e-08  2.36743470e-04 
 1.80384000e-08  1.80384000e-08  2.34890549e-04 
 1.80784000e-08  1.80784000e-08  2.33180448e-04 
 1.81184000e-08  1.81184000e-08  2.31600558e-04 
 1.81584000e-08  1.81584000e-08  2.30139677e-04 
 1.81984000e-08  1.81984000e-08  2.28787808e-04 
 1.82384000e-08  1.82384000e-08  2.27535986e-04 
 1.82784000e-08  1.82784000e-08  2.26376142e-04 
 1.83184000e-08  1.83184000e-08  2.25300976e-04 
 1.83584000e-08  1.83584000e-08  2.24303867e-04 
 1.83984000e-08  1.83984000e-08  2.23378785e-04 
 1.84384000e-08  1.84384000e-08  2.22520221e-04 
 1.84784000e-08  1.84784000e-08  2.21723137e-04 
 1.85184000e-08  1.85184000e-08  2.20982911e-04 
 1.85584000e-08  1.85584000e-08  2.20295299e-04 
 1.85984000e-08  1.85984000e-08  2.19656406e-04 
 1.86384000e-08  1.86384000e-08  2.19062650e-04 
 1.86784000e-08  1.86784000e-08  2.18510746e-04 
 1.87184000e-08  1.87184000e-08  2.17997683e-04 
 1.87584000e-08  1.87584000e-08  2.17520705e-04 
